,latitude,longitude,code,mwra,p.android.packageinstaller,p.system,p.android.externalstorage,p.android.documentsui,p.android.gm,p.android.settings,p.android.chrome,p.olauncher,p.inputmethod.latin,p.android.gms,p.android.defcontainer,p.android.vending,p.dogalize,p.simulator,p.google,p.process.gapps,p.katana,p.gms.persistent,p.notifier,p.browser.provider,c.katana,c.dogalize,c.android.gm,c.android.chrome,c.android.youtube,c.UCMobile.intl,c.updateassist,c.UCMobile.x86,c.android.vending,c.raider,continent,day,hour,minute
9447,35.74788,-95.36969,US,0.0,9.37128,12.21782,15.34401,7.27968,9.34234,15.69155,11.04714,0.00594,43.82304,49.76537,7.8181,76.80473,38.31651,66.07514,84.03446,36.75595,40.03497,51.90513,46.21771,73.20476,10.29007,9.74625,13.58702,16.41412,15.92794,68.34672,56.23343,48.34021,57.85218,38.90615,2,11,23,27
13025,48.43174,17.8031,SK,1.0,12.13414,8.36997,9.83894,11.62499,14.56591,9.25665,12.7113,0.0144,24.94785,51.31002,26.79416,67.92822,62.58115,4.46188,5.79202,36.28722,6.45071,94.0626,85.73666,4.70404,11.20248,10.27561,14.21073,6.99502,6.8446,73.99805,54.14559,48.10257,48.95845,33.29095,3,14,11,5
12329,14.93333,-91.11667,GT,1.0,15.78185,11.79669,8.05604,9.90695,14.81192,12.54047,7.5086,0.08611,54.94478,50.57087,70.88937,63.44957,74.64079,91.9761,32.62809,81.81746,57.05738,54.01621,83.53662,16.85324,13.00299,16.5189,9.85163,14.03914,12.82341,64.81111,37.2516,46.65727,77.26458,93.13717,2,13,23,29
6121,37.60876,-77.37331,US,1.0,11.46459,7.5974,9.67003,11.09943,12.71671,9.00933,11.15156,0.29461,52.61579,59.04848,49.2991,41.88598,71.01891,61.64346,99.61853,4.34577,48.88797,25.55469,60.22353,5.36656,14.23553,10.9009,12.84653,8.98931,8.13443,69.88949,52.45942,57.6938,86.54694,37.0364,2,9,16,1
10699,13.51825,99.95469,TH,1.0,13.56394,7.24975,8.47789,12.17416,14.38376,9.3635,8.62054,0.04666,67.17228,39.73538,38.17946,44.55147,92.18719,90.08806,8.71595,61.08763,73.62757,1.94335,14.54416,21.48771,12.39135,12.47933,13.32587,13.93433,14.38218,35.23367,57.583,56.15287,86.16969,8.53116,1,12,20,19
13164,-37.9,145.18333,AU,0.0,6.10758,10.90226,11.58283,9.79916,5.09772,12.12161,8.24689,0.02356,73.4149,34.00628,37.66318,35.79453,18.57646,63.58527,90.49823,42.83537,64.41841,44.98881,28.57396,91.17133,11.70463,5.25894,14.17855,12.14373,11.09633,59.02492,31.74375,52.53145,11.15352,69.60815,5,14,13,24
12551,45.39402,9.29109,IT,1.0,9.34642,12.41645,8.98435,12.61995,17.85067,6.32186,11.88479,0.23876,39.04402,44.02433,91.51836,65.64048,86.60516,23.16142,12.94415,82.22783,35.30333,66.08717,56.0745,45.4888,14.02556,9.66296,16.48064,8.18925,9.34388,54.76426,81.33556,47.59025,43.21466,85.48706,3,14,3,11
2742,22.75218,72.68533,IN,1.0,7.03502,6.93288,4.70835,15.98215,14.70229,6.99161,14.92532,0.04639,37.283,66.64093,34.75438,83.56214,71.77032,26.58444,45.37632,98.50292,31.63544,78.90288,22.18266,79.19869,12.3838,9.44229,12.93466,9.11079,10.24235,67.1181,53.68952,53.82438,58.45151,60.042,1,7,7,42
7637,47.48444,36.25361,UA,0.0,9.91062,9.42087,11.04535,12.55637,9.35245,12.85855,8.96286,0.02761,50.10392,53.89298,90.12403,44.1038,78.81111,3.69039,67.83226,25.35598,42.72332,86.65737,37.64447,49.59157,11.86285,13.20737,7.26487,13.76155,10.85424,62.26628,53.09345,71.02501,69.81955,57.63048,3,10,17,17
11724,54.60528,18.34717,PL,1.0,8.54714,10.28683,11.21017,13.40176,8.6558,6.48744,14.1527,0.01248,38.99192,55.65597,9.63915,33.39698,52.86305,97.27924,0.07081,39.89162,90.40073,47.37029,42.86242,85.7744,11.0717,9.98404,8.13136,10.31842,7.59125,58.30183,70.47052,73.41831,51.03989,64.28168,3,13,13,24
6927,45.53069,9.40531,IT,0.0,13.29538,8.50435,12.5371,13.55328,7.81015,11.89992,5.71671,0.69892,64.45604,47.8001,16.98036,97.72843,88.36472,90.85508,52.36452,77.11426,6.94405,25.64121,49.6061,52.83859,15.09949,14.91798,12.90607,13.18256,14.33339,53.42178,52.73935,37.28665,69.48294,19.11934,3,10,5,27
13013,36.21544,65.93249,AF,0.0,8.82212,13.20466,11.09305,5.6828,4.78774,11.64197,8.63047,0.01591,59.93056,37.98217,51.1562,56.36334,24.82693,76.35602,16.4647,9.29405,56.77438,70.36997,85.50143,26.46177,11.31963,7.61786,16.77232,12.80455,14.3105,65.78413,55.889,43.83532,60.80844,61.43443,1,14,10,53
3040,-17.83333,48.41667,MG,0.0,5.24143,4.93912,13.97134,13.51064,6.39973,12.44297,5.73757,6.72003,58.40607,46.65314,46.03647,63.89684,14.52599,88.65743,13.31669,83.72323,99.79112,15.9088,98.55381,51.52953,17.36289,13.99402,9.35706,10.73787,11.0783,59.98404,60.16946,48.75884,7.6458,94.26009,6,7,12,40
6598,50.80904,8.77069,DE,1.0,13.4798,9.40173,8.51794,7.87128,10.07794,9.32918,8.63228,0.01511,54.65742,61.338,27.22635,30.48276,7.61966,65.85748,30.50351,40.20106,29.84157,9.46993,73.69452,85.24364,11.26934,13.24905,14.09966,11.66035,13.13674,60.16215,60.60806,39.14696,27.58446,36.48911,3,9,23,58
12837,34.31,-2.16,MA,0.0,8.84565,12.0847,13.40682,8.85392,10.82688,14.46922,9.5633,0.09844,21.08273,56.15667,36.55015,19.03704,18.57308,17.76365,45.43847,75.21543,31.59968,79.26251,44.48482,86.53638,13.13713,8.16168,12.17551,13.66465,12.87737,69.1475,29.11218,53.48482,19.82557,22.73815,4,14,7,57
9368,33.98154,-81.23621,US,1.0,10.53979,10.21861,8.57184,8.39453,8.8988,10.49841,11.37259,0.49577,48.25448,62.04208,42.14958,83.28793,88.27894,83.21283,24.94037,20.28029,15.13529,40.29136,42.79966,20.33456,14.75615,8.94191,14.93042,8.24472,8.52214,61.869,37.80409,63.38428,95.76542,46.60209,2,11,22,8
5553,7.65649,4.92235,NG,0.0,5.23508,13.52562,10.4081,11.34922,11.94503,12.44967,9.54868,0.10677,54.64032,73.76533,56.93448,42.67867,12.98975,55.25522,26.0792,3.25193,11.10266,62.6465,69.02147,86.63007,13.21901,11.36579,8.97269,15.8051,10.52033,58.97709,50.36388,68.37426,65.11048,9.22357,4,9,6,33
9816,36.6009,126.665,KR,0.0,11.64656,10.8313,8.28481,7.54965,11.21332,8.28146,6.05576,0.01642,53.45006,62.87748,50.46084,97.85974,78.96522,38.01285,31.15906,44.70932,75.58231,92.64068,66.42559,47.85611,11.34587,12.69515,14.22972,14.11286,11.73881,63.98794,74.12487,67.97287,56.72266,20.84146,1,12,5,36
14589,-17.74431,-48.62789,BR,1.0,10.47754,6.62245,9.98239,9.51152,9.3813,8.53022,12.985,0.04685,55.7392,76.81799,80.15789,28.04848,92.58622,19.39443,69.75077,9.31467,65.71967,96.79244,8.42492,14.03643,12.39094,5.51583,11.21054,9.43907,10.42576,29.49784,38.05926,65.10813,96.45173,20.77498,2,15,13,9
2942,22.37066,114.10479,HK,0.0,12.64587,13.94708,13.05738,8.77584,11.10477,14.10672,8.1379,0.01063,75.65659,51.27341,21.51603,7.53299,56.70047,97.97705,64.9057,3.72649,56.3977,96.91136,20.34599,77.62286,10.89762,11.99399,9.33172,15.05701,13.32614,62.91805,64.37798,61.97616,65.29703,28.29259,1,7,11,2
13779,28.54944,-81.77285,US,1.0,12.28788,7.21764,10.15768,11.28992,14.34318,8.21916,8.20459,0.0181,43.71061,47.25971,26.69287,39.07929,18.97468,83.07435,3.31993,46.96646,21.71311,91.99692,39.4389,85.88093,11.43162,7.09107,10.75003,13.72822,13.21741,72.16073,55.4477,50.7078,41.70927,1.79101,2,14,23,39
450,11.12018,76.11996,IN,1.0,11.02567,6.44447,5.15951,15.00103,13.79933,8.34568,15.74806,0.03937,49.52118,49.25363,0.26545,47.66031,5.35003,27.28843,77.31316,90.48554,3.01565,27.51345,49.78498,78.05952,12.22047,8.22247,13.80351,11.30075,10.81223,56.11583,51.29087,60.17321,88.54574,40.82648,1,5,17,30
9572,57.14369,-2.09814,GB,0.0,5.74401,6.47766,10.39289,12.6684,9.56413,13.67045,7.97238,0.14558,47.88618,46.41228,31.20276,59.7821,72.16167,55.21726,88.16446,37.21603,55.21745,4.5532,54.26565,17.46497,13.5314,14.93837,8.74254,13.6522,8.77135,59.32539,68.21452,52.86292,81.66181,0.08891,3,12,1,32
6906,30.75545,20.22625,LY,0.0,5.45874,7.98037,12.62605,13.49159,11.08053,15.19471,10.32991,0.00437,70.26129,39.28753,0.51813,52.40647,99.7406,34.84771,14.35493,72.19318,7.85471,20.80945,25.02053,38.98545,10.05328,14.35857,8.83622,12.06488,11.92531,66.2312,57.09753,15.15782,68.8888,55.37685,4,10,5,6
5114,39.08367,-84.50855,US,0.0,8.1893,12.65034,11.591,10.04142,9.32193,10.3411,7.47278,3.65409,77.22118,62.9629,35.66681,74.99397,53.473,75.14047,65.61129,91.0121,24.16473,28.23883,39.35823,82.54511,16.75365,8.7348,10.96917,10.31629,7.94604,64.14299,59.05209,30.29775,1.86894,87.2806,2,8,23,14
10793,36.08497,9.37082,TN,1.0,11.21105,6.2805,8.88739,12.41221,11.07791,10.44595,15.09759,0.0865,43.78875,32.27742,72.54745,57.90787,42.08245,0.46858,83.21593,15.92895,10.59949,40.02103,97.94573,59.13022,13.01079,7.66692,13.40141,12.29425,11.06659,75.24591,58.34773,45.31414,86.83902,13.51479,4,12,21,53
3360,40.82232,-74.15987,US,1.0,6.96693,9.75558,8.31033,14.56682,9.82272,9.47583,15.40514,0.05092,59.5299,28.89367,16.27219,59.21609,90.79288,88.35042,41.88265,90.44973,71.34892,66.98903,4.66366,2.77881,12.47485,8.21643,12.52106,12.91143,10.85601,83.1455,40.56506,40.54726,57.74637,28.93613,2,7,18,0
10469,48.43174,17.8031,SK,0.0,10.4501,11.50229,12.07689,10.85695,10.35457,13.67127,11.43727,0.03606,19.78754,65.7271,15.23012,41.39742,25.95804,12.1314,39.5004,70.58844,19.92272,40.88094,51.83932,33.78973,12.13249,10.66519,7.57462,13.0009,11.58856,63.76509,60.46907,38.11173,82.63025,52.46576,3,12,16,29
11613,10.66668,-61.51889,TT,0.0,10.48143,8.32731,13.29895,16.30569,7.0135,14.1073,8.60171,0.23809,40.63718,36.60014,35.10345,76.25247,79.36953,45.66012,22.78539,13.50252,66.32172,32.0959,50.40218,39.94912,14.0225,13.39934,11.03539,9.26603,13.5799,60.40504,54.34325,69.42189,21.22779,45.72568,2,13,11,33
12337,37.73222,115.70111,CN,0.0,10.92439,11.72912,11.54904,12.24461,11.49248,8.90663,9.83499,0.30614,49.91959,57.53135,85.58156,0.76361,78.06481,14.07932,93.52972,49.40057,95.42149,30.87162,32.72398,2.35188,14.27351,13.89688,8.27668,14.77449,14.10308,58.71791,35.67362,51.16298,87.96594,32.34461,1,13,23,37
13421,59.33333,18.28333,SE,1.0,9.19749,6.89173,10.50793,13.26212,11.44079,9.06248,10.40143,0.28315,44.02737,39.7668,93.65136,97.91503,65.2322,60.29074,73.72999,97.04378,29.43519,74.18993,40.67996,61.71744,14.19542,7.62612,11.41466,9.54188,9.68981,45.36632,45.81998,41.71188,84.12004,83.62165,3,14,17,41
7916,50.74497,3.20639,BE,1.0,9.58003,13.41121,11.29947,13.66703,11.95936,14.35178,9.40679,0.27184,44.28073,68.65497,39.3753,95.58454,1.70265,35.4189,54.41062,46.84333,39.5604,3.88649,94.46472,1.25975,14.15459,12.9925,9.53773,10.79776,14.05037,77.96252,48.22744,58.94696,58.09712,5.57296,3,10,21,56
12742,20.88098,75.11937,IN,0.0,5.11856,6.02815,13.83277,9.3333,8.3405,15.98715,9.68687,0.06445,68.39692,46.80668,70.14166,56.86317,73.23307,70.17561,49.96532,44.19376,67.13098,39.74317,53.70809,27.24481,12.71532,12.44489,11.47005,13.84168,9.21434,45.09112,66.45713,43.84845,39.73519,9.53793,1,14,6,22
1451,-8.66667,-35.71667,BR,1.0,9.22699,10.02267,13.55597,14.83588,7.46289,11.63977,10.4284,0.20753,52.94553,72.80413,54.5374,72.36648,13.03028,94.46109,2.84916,94.32219,83.82229,32.42105,34.13001,61.7933,13.88501,12.30003,7.74222,9.30493,14.87372,74.8365,55.29268,71.69043,49.05706,85.62611,2,6,10,11
512,22.37066,114.10479,HK,1.0,10.14513,10.87237,9.9811,12.9221,14.36714,9.27409,10.01281,1.46065,37.71856,50.01668,8.91822,59.83402,32.21279,96.4536,33.86994,26.62706,85.89059,92.60778,31.78269,75.08346,15.83658,6.20721,14.72473,8.86773,12.96357,75.80352,62.12954,33.39476,47.84256,87.09391,1,5,18,32
6996,46.7055,38.2739,RU,0.0,10.64406,15.26125,14.10702,8.77618,10.13659,11.2209,10.01636,0.16632,25.79602,55.36583,18.75588,42.22374,34.52324,39.27107,26.80256,8.19522,19.27905,36.69017,15.36399,99.96092,13.66329,12.43821,12.48027,11.55712,13.80353,73.2576,47.49703,49.32974,73.63042,25.11077,3,10,6,36
1322,-4.5833,15.16554,CD,1.0,12.42054,9.24272,9.04744,12.1054,17.98551,6.66003,11.01944,0.02481,27.50862,46.43953,29.0415,52.73576,12.28402,2.93561,9.28721,12.70031,40.33612,51.67647,45.57271,51.01525,11.75247,11.03542,15.15916,4.45463,6.05535,48.82741,78.95166,51.95818,42.94953,85.46872,4,6,8,2
9483,42.64031,125.51176,CN,1.0,10.74837,10.11206,9.87121,12.74336,10.37966,8.57856,12.30381,0.23125,70.74708,53.91939,17.17969,31.05933,8.65203,49.06041,24.45704,43.85657,12.43601,43.56222,35.20451,24.3783,13.99286,9.37135,12.17271,11.2306,9.74316,50.37565,49.43881,45.63255,92.48575,70.20592,1,12,0,3
5529,-23.85972,35.34722,MZ,0.0,11.79719,10.27719,8.25451,9.68936,9.95665,9.99776,7.84631,0.01491,71.77528,43.31405,1.14779,8.47919,79.74363,70.91259,93.43319,29.49114,87.20165,98.20407,25.77127,31.1604,11.23645,13.94956,12.98588,14.14208,12.24588,59.85735,52.39676,57.01314,92.24432,64.95036,4,9,6,9
13350,15.58552,102.42587,TH,1.0,14.29149,5.4254,6.19787,13.67824,13.50258,10.25476,17.62664,0.00743,56.58989,50.81735,92.31982,26.89019,11.88363,55.51363,1.7903,41.22981,16.05868,15.68346,35.52863,30.587,10.54195,7.68643,17.23446,12.16012,10.57874,54.6346,69.52123,75.40094,90.90284,16.50235,1,14,16,30
2586,5.84752,-5.682,CI,1.0,15.93257,9.86368,10.0777,6.08815,9.91375,8.78783,9.07872,0.01093,57.65655,52.27443,42.40566,40.24143,62.03547,84.34712,8.1495,48.85192,90.49803,30.9644,61.55201,98.20117,10.92046,15.98131,10.50552,13.13517,14.95214,48.97392,53.90073,24.2141,54.33298,2.48404,4,7,5,6
233,-1.26753,116.82887,ID,1.0,13.14998,10.30451,8.35162,11.18599,15.8505,9.31545,8.28105,0.02742,35.43674,52.33823,14.78465,52.5579,27.92604,72.83724,76.51771,66.87711,97.13984,11.72407,72.73885,62.99363,11.8577,11.45447,11.3954,10.72981,12.17546,56.28054,51.03983,44.87872,61.96626,21.3641,1,5,13,53
7235,-30.60106,-71.19901,CL,0.0,9.68728,13.11687,12.51277,7.92298,11.12831,13.47848,9.37132,1.23486,55.53206,62.30386,67.68993,49.68379,85.20174,87.14162,80.9192,71.2498,6.23068,56.7241,49.76117,20.08722,15.66878,9.77564,12.5603,13.75113,11.95793,69.05017,57.11961,49.57539,48.94145,96.11959,2,10,10,35
13414,15.45144,78.14797,IN,1.0,8.49263,9.40654,7.61002,15.47398,12.04097,6.52444,15.03928,0.03297,22.24418,54.96445,84.33659,69.47365,10.49249,39.76612,31.15808,21.5405,82.92404,40.23109,58.59222,87.69382,12.04429,10.232,11.18408,10.78503,7.76159,75.83008,51.60755,53.96007,46.66437,44.07,1,14,17,34
13666,7.50251,5.06258,NG,1.0,12.18342,8.88124,8.69782,6.34411,11.65501,8.13923,11.65161,0.06,14.41708,39.14077,40.28741,36.41856,97.77913,87.95216,40.29379,10.2034,65.7918,29.38121,37.8705,59.23955,12.64101,13.53293,15.38669,11.75067,13.18236,63.22241,35.76569,45.89814,55.73306,32.13209,4,14,21,46
6320,48.07667,8.64409,DE,0.0,10.06688,7.73132,12.12924,14.06594,9.70644,12.132,10.32138,0.18057,49.97417,50.59524,70.34244,57.55033,48.57651,68.46674,14.49155,28.12588,95.73426,11.3345,63.1312,0.45841,13.74565,14.16939,9.26383,11.9731,14.99214,64.4235,55.99926,53.81558,1.56763,95.4571,3,9,19,20
2818,47.64995,-117.23991,US,0.0,10.92178,6.43633,12.35158,17.90742,6.26315,13.38251,5.39467,2.24315,61.26871,27.5101,83.0222,39.36956,9.95416,95.76446,9.71267,22.56885,94.11754,80.51655,93.44287,43.40935,16.26563,15.1917,10.14997,8.58412,14.13626,57.51567,49.68222,56.26249,36.39743,10.00634,2,7,8,58
1266,30.46907,70.96699,PK,1.0,5.01484,8.70527,12.55279,11.25575,14.58671,9.94201,10.25864,9.58291,49.80837,31.60621,24.39972,38.28394,70.08727,90.61716,35.39702,26.55309,46.96978,94.42555,94.36793,19.2623,17.71778,7.05678,12.18184,7.68542,10.27041,79.04456,56.06395,76.63608,39.7515,8.71761,1,6,7,6
360,22.88783,84.13864,IN,1.0,8.66182,8.3372,7.89275,12.53499,11.10499,10.85309,11.68312,0.19059,42.3147,53.68005,41.85061,88.07036,81.71484,36.58545,11.4806,14.36311,79.12174,95.97845,1.39764,15.35081,13.80052,11.79361,12.08298,9.63579,8.69613,57.06349,62.29882,59.49894,18.07236,64.03275,1,5,16,0
1170,37.73222,115.70111,CN,1.0,7.31979,11.05762,8.82794,14.82756,10.48323,9.3134,10.0268,0.13102,54.17018,49.34166,17.58023,76.32171,13.91873,91.17718,0.15195,79.01239,69.22795,63.16205,48.67042,54.69469,13.42359,9.59162,12.07331,8.36702,7.60289,81.74018,46.25621,70.56883,19.73563,70.08524,1,6,5,30
2648,-6.25,38.66667,TZ,0.0,8.83484,7.8643,13.74647,10.87159,6.42511,10.71545,7.69143,0.02685,50.67083,64.29571,18.60379,58.13725,75.7848,1.73679,71.64938,68.76271,88.71862,69.43679,12.72341,53.70256,11.82977,12.40023,10.38398,14.06457,12.00755,52.72622,66.03578,45.67232,88.31284,60.15537,4,7,6,8
9875,40.93333,73.0,KG,1.0,14.78031,10.72718,8.56542,10.91186,15.72622,10.12264,6.34599,0.01049,41.29641,51.82015,39.13598,34.32792,61.83682,8.77952,1.01247,61.0256,9.74902,4.96588,25.32738,65.06846,10.90458,15.34619,11.31205,12.84946,13.95657,38.21629,41.79999,29.6422,32.63329,14.62848,1,12,6,35
14192,49.5099,6.74549,DE,0.0,11.49867,9.90281,12.31389,12.26994,10.20163,13.24658,12.07854,0.00256,63.56432,50.64134,89.53589,83.41381,82.94824,30.28322,28.55909,0.22672,73.3337,17.97528,14.27893,68.87513,9.41965,13.38772,10.52023,13.88286,13.74852,44.40215,38.14748,47.59586,38.16646,12.47948,3,15,6,32
3217,-37.9,145.18333,AU,0.0,9.19617,14.28505,13.54241,8.13896,10.25701,13.3844,9.90247,0.03009,41.87478,32.2987,22.80185,92.0137,62.4712,61.25654,55.14509,17.32152,30.91272,25.89274,73.82906,90.11273,11.95226,10.02633,11.7407,14.04231,13.56005,52.50326,58.4848,57.42929,44.89855,55.21307,5,7,15,37
942,41.09246,45.36561,AZ,1.0,15.16338,7.90681,7.53939,10.98321,14.10311,11.69029,12.28622,0.01448,40.41729,32.67932,1.5124,48.86633,66.92378,35.95532,34.89988,90.76448,69.7479,50.54786,95.3684,80.28082,11.21797,13.84791,9.45635,13.40917,14.5027,66.20259,73.8261,62.45511,54.73774,66.32063,1,6,1,42
10325,48.43174,17.8031,SK,1.0,5.18016,6.68999,11.72251,11.49475,13.34603,12.34052,12.87544,0.42046,63.81354,43.8226,54.68641,31.14504,42.56729,80.70607,73.9088,13.39224,58.3603,68.30732,85.765,80.43666,14.59119,6.73,10.46563,7.49981,11.6443,68.43484,61.40022,74.3931,70.90275,81.18135,3,12,14,5
3173,43.41949,77.0202,KZ,1.0,13.26492,8.96858,9.73851,6.82372,8.07603,11.29544,11.10705,0.26568,46.41713,55.20394,91.06073,71.76151,1.68505,9.10857,68.25335,57.52739,19.54737,27.26433,66.02387,43.76655,14.13197,17.14255,16.0158,11.05996,12.73683,33.66656,49.45293,36.70854,9.21316,4.4042,1,7,14,53
8956,41.55815,-73.0515,US,1.0,8.31152,8.30938,9.89048,11.02153,14.96811,11.17267,16.16075,0.0037,34.74791,34.23571,43.28674,34.86899,82.78377,92.85754,1.9159,98.11584,44.42156,15.41324,4.53558,47.94008,9.80546,10.76597,10.41712,7.28983,8.85774,70.67189,35.04697,77.52801,1.13684,97.26868,2,11,15,16
11692,-4.42472,-41.45861,BR,1.0,13.02432,6.67244,10.76688,7.76063,8.52371,7.94889,10.49733,0.05913,50.09391,63.10425,84.14197,63.49373,25.79639,89.53397,22.83196,2.06613,96.8762,18.97813,11.29475,13.60369,12.62801,7.64182,15.03329,9.36265,12.93459,57.71677,54.35749,29.41015,87.29263,93.68314,2,13,12,52
7890,0.49113,29.47306,CD,1.0,11.39176,8.95924,12.16917,7.07933,11.13031,5.75303,8.83059,0.10534,31.43521,35.14493,4.32023,14.54776,29.53064,3.13209,81.37731,36.84393,39.54386,3.78344,66.08249,50.37658,13.20714,11.29373,12.95827,12.567,12.66894,64.95911,74.75569,39.67667,57.6811,71.81979,4,10,21,30
3863,3.8801,-77.03116,CO,1.0,5.27682,8.61466,9.66925,14.53222,12.23266,8.8053,13.67814,0.4524,45.76568,44.05437,30.46153,39.92406,43.35613,62.20092,91.20533,23.5283,4.16177,14.01474,72.57241,34.41019,14.66429,6.80939,10.88643,9.92528,10.4905,55.063,45.00998,65.65721,44.58851,88.22681,2,8,2,23
4400,-20.25333,-43.80139,BR,1.0,10.0784,8.69854,6.99952,9.53743,11.02162,9.86705,11.76003,0.13448,24.27069,47.23981,64.69557,92.99605,80.86917,75.38497,42.22767,21.59376,38.1002,61.20638,40.62566,96.0722,13.45132,12.47795,12.10547,13.35264,10.65715,68.88937,62.26596,49.24308,57.88749,92.28574,2,8,11,20
10632,-6.25,38.66667,TZ,1.0,13.96499,10.19899,8.33005,7.80819,14.02363,9.20992,9.87892,0.01143,25.84204,55.97454,66.03285,73.67901,82.42683,41.36661,97.83751,52.79724,95.63799,67.70389,8.16247,62.58953,10.98108,14.40688,12.37638,13.99955,14.49205,70.69044,59.01428,61.53834,87.42308,90.0169,4,12,19,12
1812,50.598427,13.610242,CZ,0.0,11.77263,9.15639,13.42711,14.84721,6.80774,13.59739,8.02438,0.10065,59.44984,42.23095,33.78271,77.91971,72.7307,79.20163,68.7226,47.34319,94.09948,78.78603,86.68038,48.5979,13.15956,11.59419,6.92868,9.46894,11.65926,78.60132,52.76872,65.98028,2.61514,71.87874,3,6,16,12
9750,41.50343,-74.01042,US,1.0,15.99123,10.27726,9.56384,7.62936,13.64584,10.61483,10.37207,0.23833,60.74878,63.76925,66.01903,81.92883,39.3502,50.91223,74.35142,87.49396,15.70488,26.04686,41.43396,76.0774,14.02259,15.16973,10.35665,15.13655,14.4145,73.76495,45.02139,31.30444,91.69536,98.27989,2,12,4,30
14191,49.5099,6.74549,DE,1.0,14.73736,8.46089,10.05119,11.56788,14.67401,9.83285,12.9718,0.28158,49.41142,70.53198,45.76556,75.62523,2.70729,92.83554,45.78925,44.0632,50.68239,53.73449,1.64753,40.57132,14.1899,8.10723,17.16134,10.0932,10.47217,59.85942,41.47006,60.16659,37.29487,70.12301,3,15,6,31
5793,8.88649,2.59753,BJ,0.0,8.3024,14.31195,13.22196,8.86441,11.79132,13.7613,11.78877,0.0258,46.74414,53.26762,61.28522,0.88935,91.20867,84.91768,52.51106,29.73326,82.73548,12.92838,24.24711,68.83066,11.80304,10.9261,13.96486,12.82302,16.22451,74.47437,63.03948,49.29822,25.32179,80.01925,4,9,10,33
12539,34.4833,136.84186,JP,1.0,10.31653,8.527,8.1108,11.34695,13.62547,8.56731,7.31687,0.02881,69.80255,30.86661,74.0095,5.6927,90.02067,58.54519,98.00388,0.53611,35.68019,79.0716,3.57895,1.67869,11.91075,13.56669,14.87113,14.21909,12.45237,62.11711,45.28143,48.06192,19.69786,42.92912,1,14,2,59
6757,41.09822,120.74792,CN,1.0,11.88413,11.76175,8.14331,12.20687,11.73811,8.25876,12.90369,0.04707,33.45772,48.15397,45.32806,46.45451,44.17325,14.69616,41.2856,77.4727,51.73965,83.26284,12.77833,50.52408,12.39538,13.14175,14.44713,11.65751,6.82157,51.30825,50.29944,55.11294,13.7877,5.97797,1,10,2,37
7009,10.66668,-61.51889,TT,1.0,10.89461,9.19783,6.62232,11.50061,13.31626,11.0307,10.17586,0.26415,59.7138,43.57753,49.93042,12.3052,32.9073,61.6735,24.03919,2.47153,43.07747,67.2271,17.54302,99.2783,14.12621,10.84906,14.85098,11.6911,10.52643,64.7374,45.4393,56.51824,28.09313,66.32239,2,10,6,49
12109,55.38752,36.73307,RU,0.0,5.20254,10.51554,12.34047,12.272,7.81107,12.80691,6.45574,0.36682,33.00087,53.49117,77.31316,26.20631,4.17164,8.08344,54.72213,87.96229,29.30674,84.84445,21.42486,9.03318,14.45474,11.64314,9.14554,11.81198,9.09948,56.53576,60.44132,48.11606,18.16774,3.80758,3,13,19,49
916,10.66668,-61.51889,TT,0.0,8.71279,11.0225,12.8544,11.82427,10.76895,11.71056,10.55042,0.08521,46.86598,45.28776,9.75417,19.64809,99.75922,74.21548,89.95812,88.44961,77.22419,99.5488,5.34676,69.04899,12.99462,13.22526,10.52499,14.59012,13.82508,60.6893,31.46841,58.04353,15.51486,75.56421,2,6,1,16
423,48.975658,14.480255,CZ,0.0,6.23387,9.483,12.82797,12.69324,11.02534,13.12189,10.35366,0.3117,52.54641,57.1438,67.21548,42.28051,81.34626,44.31794,11.49866,15.87711,87.36013,15.54438,66.28077,81.74923,14.29196,14.20353,9.69839,11.34049,14.26406,61.49289,52.2548,23.81912,19.0156,43.32775,3,5,17,3
7253,19.32889,-99.32556,MX,1.0,6.81133,11.30703,11.68316,9.66083,10.83748,12.71368,13.49078,0.00199,51.16035,28.56085,76.50698,88.81015,32.85713,89.4166,62.83864,51.92809,13.51276,93.06764,53.52257,90.58418,9.21899,12.00001,8.15585,7.52928,7.96552,53.76268,47.61349,48.36214,49.61421,75.29988,2,10,10,53
1815,39.46667,141.95,JP,1.0,10.91949,9.14263,8.7442,10.75179,11.61998,9.76084,9.58159,0.01024,55.28171,56.95251,67.62339,57.07665,6.65682,37.62687,20.80892,30.13493,37.57315,91.77479,0.8346,61.70029,10.86769,9.2994,10.10231,13.66705,11.68007,51.61893,46.14279,46.52924,30.58921,44.57825,1,6,16,15
6520,34.06635,-84.67837,US,1.0,14.57058,5.99615,7.02518,13.27591,11.71261,10.70463,15.88798,0.00587,34.12673,49.79585,83.02476,4.95687,52.48533,44.00253,6.63156,60.66333,84.74902,16.07707,3.48103,46.5397,10.29791,7.15825,15.81055,11.84413,9.27419,77.01435,60.58493,52.39351,86.383,94.58091,2,9,22,40
658,36.06386,4.62744,DZ,1.0,15.05255,7.41765,7.52603,13.91579,11.53583,7.56832,13.11006,0.34811,64.37804,44.98114,85.61876,67.02657,32.36634,63.75169,56.9337,99.69446,6.56677,97.13034,80.33727,60.69525,14.40212,7.15372,16.03081,13.08887,10.78347,57.99144,61.88039,38.07543,35.19895,68.7936,4,5,20,58
